/SUB_TOP_R (plaintext=133) X,/SUB_TOP_R (plaintext=133) Y
0,4.36119398078702e-05
5e-11,4.391428442363584e-05
9.999999999999999e-11,4.443087890806235e-05
1.5e-10,4.442734529827302e-05
2e-10,4.442852299368393e-05
2.5e-10,4.44286095506509e-05
2.999999999999999e-10,4.442859619727104e-05
3.499999999999999e-10,4.442860419479468e-05
3.999999999999999e-10,4.442860939020872e-05
4.499999999999999e-10,4.442859577034125e-05
4.999999999999999e-10,4.44286053995294e-05
5.5e-10,4.44286069087309e-05
6e-10,4.442859749386289e-05
6.5e-10,4.442860683497083e-05
7.000000000000001e-10,4.442860369818527e-05
7.500000000000001e-10,4.442859936138485e-05
8.000000000000001e-10,4.442860805878713e-05
8.500000000000002e-10,4.442860080828579e-05
9.000000000000002e-10,4.442860104436502e-05
9.500000000000002e-10,4.442860904942184e-05
1e-09,4.442859835092786e-05
1.05e-09,4.442860253666249e-05
1.1e-09,4.442860995346277e-05
1.15e-09,4.442859694183447e-05
1.2e-09,4.442860376937191e-05
1.25e-09,4.442860911396967e-05
1.3e-09,4.442860577150618e-05
1.350000000000001e-09,4.44286024290427e-05
1.400000000000001e-09,4.442859908657921e-05
1.450000000000001e-09,4.442859781169211e-05
1.500000000000001e-09,4.442859996858262e-05
1.550000000000001e-09,4.442860212547313e-05
1.600000000000001e-09,4.442860428236365e-05
1.650000000000001e-09,4.442860643925416e-05
1.700000000000001e-09,4.442860859614468e-05
1.750000000000001e-09,4.442860781801366e-05
1.800000000000001e-09,4.442860570878262e-05
1.850000000000001e-09,4.442860359955158e-05
1.900000000000001e-09,4.442860149032053e-05
1.950000000000001e-09,4.442859938108949e-05
2.000000000000001e-09,4.442859727185845e-05
2.050000000000001e-09,4.437965147376849e-05
2.100000000000001e-09,4.366809703019681e-05
2.150000000000001e-09,4.361533491822536e-05
2.200000000000001e-09,4.361222363928495e-05
2.250000000000001e-09,4.361195581163033e-05
2.300000000000001e-09,4.36119303276516e-05
2.350000000000001e-09,4.361194125647901e-05
2.400000000000001e-09,4.361194107300259e-05
2.450000000000001e-09,4.36119377219771e-05
2.500000000000001e-09,4.361194637807556e-05
2.550000000000001e-09,4.361193522906451e-05
2.600000000000001e-09,4.361194260705319e-05
2.650000000000001e-09,4.361193741695589e-05
2.700000000000001e-09,4.361193978597914e-05
2.750000000000001e-09,4.361194231668154e-05
2.800000000000001e-09,4.361193765702272e-05
2.850000000000002e-09,4.361194322716537e-05
2.900000000000002e-09,4.361193602355747e-05
2.950000000000002e-09,4.361194083666939e-05
3.000000000000002e-09,4.361193961108088e-05
3.050000000000002e-09,4.361193910066502e-05
3.100000000000002e-09,4.361194291692877e-05
3.150000000000002e-09,4.361194091577104e-05
3.200000000000002e-09,4.361193891461331e-05
3.250000000000002e-09,4.361193691345557e-05
3.300000000000002e-09,4.361193756760243e-05
3.350000000000002e-09,4.36119386079545e-05
3.400000000000002e-09,4.361193964830657e-05
3.450000000000002e-09,4.361194068865864e-05
3.500000000000002e-09,4.361194172901072e-05
3.550000000000002e-09,4.361194276936279e-05
3.600000000000002e-09,4.361194284061474e-05
3.650000000000002e-09,4.361194198695732e-05
3.700000000000002e-09,4.36119411332999e-05
