/SUB_TOP_R (plaintext=11) X,/SUB_TOP_R (plaintext=11) Y
0,4.392914345426896e-05
5e-11,4.428228740784276e-05
9.999999999999999e-11,4.472721583070781e-05
1.5e-10,4.472567734037424e-05
2e-10,4.472678968937078e-05
2.5e-10,4.472685556200988e-05
2.999999999999999e-10,4.472685888947361e-05
3.499999999999999e-10,4.472685830780971e-05
3.999999999999999e-10,4.472685860784308e-05
4.499999999999999e-10,4.472685878018004e-05
4.999999999999999e-10,4.47268581503042e-05
5.5e-10,4.472685875635463e-05
6e-10,4.472685856387301e-05
6.5e-10,4.472685840229069e-05
7.000000000000001e-10,4.47268594970374e-05
7.500000000000001e-10,4.47268578001213e-05
8.000000000000001e-10,4.472685968852556e-05
8.500000000000002e-10,4.472685707164796e-05
9.000000000000002e-10,4.4726858321861e-05
9.500000000000002e-10,4.472685966133304e-05
1e-09,4.472685816783361e-05
1.05e-09,4.472685792324832e-05
1.1e-09,4.472685953520273e-05
1.15e-09,4.472685978204477e-05
1.2e-09,4.472685896832752e-05
1.25e-09,4.472685815461028e-05
1.3e-09,4.472685734089305e-05
1.350000000000001e-09,4.472685713017404e-05
1.400000000000001e-09,4.472685759997981e-05
1.450000000000001e-09,4.472685806978559e-05
1.500000000000001e-09,4.472685853959137e-05
1.550000000000001e-09,4.472685900939714e-05
1.600000000000001e-09,4.472685947920291e-05
1.650000000000001e-09,4.472685994900869e-05
1.700000000000001e-09,4.472686006128837e-05
1.750000000000001e-09,4.472685953340183e-05
1.800000000000001e-09,4.472685900551528e-05
1.850000000000001e-09,4.472685847762875e-05
1.900000000000001e-09,4.472685794974221e-05
1.950000000000001e-09,4.472685742185567e-05
2.000000000000001e-09,4.472685689396913e-05
2.050000000000001e-09,4.467311406310426e-05
2.100000000000001e-09,4.399084859114338e-05
2.150000000000001e-09,4.393283542553473e-05
2.200000000000001e-09,4.392934562990054e-05
2.250000000000001e-09,4.392916012287607e-05
2.300000000000001e-09,4.392914202921814e-05
2.350000000000001e-09,4.392914265903269e-05
2.400000000000001e-09,4.392914654499296e-05
2.450000000000001e-09,4.392913812635193e-05
2.500000000000001e-09,4.392914956585461e-05
2.550000000000001e-09,4.392914216923036e-05
2.600000000000001e-09,4.392914420400583e-05
2.650000000000001e-09,4.392914466720574e-05
2.700000000000001e-09,4.392914066616722e-05
2.750000000000001e-09,4.392914549110611e-05
2.800000000000001e-09,4.392914257075388e-05
2.850000000000002e-09,4.392914485187547e-05
2.900000000000002e-09,4.392914335939293e-05
2.950000000000002e-09,4.392914186691038e-05
3.000000000000002e-09,4.392914256235906e-05
3.050000000000002e-09,4.392914336506603e-05
3.100000000000002e-09,4.3929144167773e-05
3.150000000000002e-09,4.392914497047997e-05
3.200000000000002e-09,4.392914287472798e-05
3.250000000000002e-09,4.392914049342519e-05
3.300000000000002e-09,4.392914183394997e-05
3.350000000000002e-09,4.392914337385327e-05
3.400000000000002e-09,4.392914491375657e-05
3.450000000000002e-09,4.392914638363956e-05
3.500000000000002e-09,4.39291453134602e-05
3.550000000000002e-09,4.392914424328083e-05
3.600000000000002e-09,4.392914317310147e-05
3.650000000000002e-09,4.39291421029221e-05
3.700000000000002e-09,4.392914103274273e-05
3.750000000000002e-09,4.392914109146296e-05
3.800000000000002e-09,4.392914222009558e-05
3.850000000000001e-09,4.39291433487282e-05
3.900000000000001e-09,4.392914447736082e-05
3.950000000000001e-09,4.392914560599343e-05
4e-09,4.392914673462606e-05
4.05e-09,4.428824722249908e-05
4.099999999999999e-09,4.472746573381583e-05
4.149999999999999e-09,4.472565307714826e-05
4.199999999999999e-09,4.472680146519137e-05
4.249999999999998e-09,4.47268581341148e-05
4.299999999999998e-09,4.472686000544075e-05
4.349999999999998e-09,4.472685567067345e-05
4.399999999999997e-09,4.472685897689075e-05
4.449999999999997e-09,4.472685828712999e-05
4.499999999999996e-09,4.472685818023794e-05
4.549999999999996e-09,4.472685897162641e-05
4.599999999999996e-09,4.472685806818734e-05
4.649999999999995e-09,4.472685894303688e-05
4.699999999999995e-09,4.472685816056693e-05
4.749999999999995e-09,4.472685866266388e-05
4.799999999999994e-09,4.47268587754479e-05
4.849999999999994e-09,4.472685831092229e-05
4.899999999999993e-09,4.472685896871847e-05
4.949999999999993e-09,4.472685777334835e-05
4.999999999999993e-09,4.472685956824881e-05
5.049999999999992e-09,4.414679507278463e-05
5.099999999999992e-09,4.414676434270508e-05
5.149999999999992e-09,4.414663767472514e-05
5.199999999999991e-09,4.414678189447573e-05
5.249999999999991e-09,4.41465550301584e-05
5.29999999999999e-09,4.414652607089997e-05
5.34999999999999e-09,4.414664477812822e-05
5.39999999999999e-09,4.414676348535647e-05
5.449999999999989e-09,4.414686307768036e-05
5.499999999999989e-09,4.414679102395993e-05
5.549999999999988e-09,4.41467189702395e-05
5.599999999999988e-09,4.414664691651907e-05
5.649999999999988e-09,4.414657486279864e-05
5.699999999999987e-09,4.414650280907821e-05
5.749999999999987e-09,4.414648681361535e-05
5.799999999999987e-09,4.414656354022897e-05
5.849999999999986e-09,4.414664026684258e-05
5.899999999999986e-09,4.414671699345618e-05
5.949999999999985e-09,4.41467937200698e-05
5.999999999999985e-09,4.414687044668341e-05
6.049999999999985e-09,4.412222351970239e-05
6.099999999999984e-09,4.332429816896689e-05
6.149999999999984e-09,4.326926206383113e-05
6.199999999999984e-09,4.326632046558017e-05
6.249999999999983e-09,4.326606709078723e-05
6.299999999999983e-09,4.326609144192793e-05
6.349999999999982e-09,4.326607600230179e-05
6.399999999999982e-09,4.326606253623409e-05
6.449999999999982e-09,4.326608920863198e-05
6.499999999999981e-09,4.326606748995036e-05
6.549999999999981e-09,4.326608191003746e-05
6.599999999999981e-09,4.326607971332545e-05
6.64999999999998e-09,4.326605744588227e-05
6.69999999999998e-09,4.326609251748623e-05
6.749999999999979e-09,4.32660697490757e-05
6.799999999999979e-09,4.326607675126465e-05
6.849999999999979e-09,4.326608258806078e-05
6.899999999999978e-09,4.326605939503823e-05
6.949999999999978e-09,4.326609584924047e-05
6.999999999999977e-09,4.326607231975552e-05
7.049999999999977e-09,4.326607120136292e-05
7.099999999999977e-09,4.326608556900064e-05
7.149999999999976e-09,4.326606176954724e-05
7.199999999999976e-09,4.326606499388427e-05
7.249999999999976e-09,4.326607685349796e-05
7.299999999999975e-09,4.326608871311164e-05
7.349999999999975e-09,4.32660855240588e-05
7.399999999999974e-09,4.326605702326328e-05
7.449999999999974e-09,4.326607279720631e-05
7.499999999999975e-09,4.326608857114934e-05
7.549999999999975e-09,4.326609251118627e-05
7.599999999999975e-09,4.326608463829102e-05
7.649999999999976e-09,4.326607676539577e-05
7.699999999999976e-09,4.326606889250051e-05
7.749999999999977e-09,4.326606101960526e-05
7.799999999999977e-09,4.326605952239868e-05
7.849999999999978e-09,4.326606877861388e-05
7.899999999999978e-09,4.326607803482907e-05
7.949999999999979e-09,4.326608729104426e-05
7.999999999999979e-09,4.326609654725945e-05
8.049999999999979e-09,4.358784239677828e-05
8.09999999999998e-09,4.591980555672853e-05
8.14999999999998e-09,4.625546529966834e-05
8.199999999999981e-09,4.625532810515673e-05
8.249999999999981e-09,4.625527439219665e-05
8.299999999999982e-09,4.625526648196406e-05
8.349999999999982e-09,4.62552680036378e-05
8.399999999999983e-09,4.625527266982556e-05
8.449999999999983e-09,4.625526816844473e-05
8.499999999999983e-09,4.625526757439093e-05
8.549999999999984e-09,4.625527190191136e-05
8.599999999999984e-09,4.625526882736464e-05
8.649999999999985e-09,4.625526696625206e-05
8.699999999999985e-09,4.625527163835164e-05
8.749999999999986e-09,4.625526984286974e-05
8.799999999999986e-09,4.625526614567409e-05
8.849999999999987e-09,4.625527130593045e-05
8.899999999999987e-09,4.625527112268925e-05
8.949999999999987e-09,4.62552652099102e-05
8.999999999999988e-09,4.625527084796834e-05
9.049999999999988e-09,4.625527261384678e-05
9.099999999999989e-09,4.625526420893713e-05
9.149999999999989e-09,4.625527023350735e-05
9.19999999999999e-09,4.625527420524997e-05
9.24999999999999e-09,4.625526326853744e-05
9.299999999999991e-09,4.625526955894811e-05
9.349999999999991e-09,4.625527584521226e-05
9.399999999999992e-09,4.625527274898416e-05
9.449999999999992e-09,4.625526965275606e-05
9.499999999999992e-09,4.625526655652796e-05
9.549999999999993e-09,4.625526346029986e-05
9.599999999999993e-09,4.625526546920381e-05
9.649999999999994e-09,4.625526836569338e-05
9.699999999999994e-09,4.625527126218295e-05
9.749999999999995e-09,4.625527415867253e-05
9.799999999999995e-09,4.625527459147168e-05
9.849999999999996e-09,4.625527170389884e-05
9.899999999999996e-09,4.625526881632601e-05
9.949999999999996e-09,4.625526592875318e-05
9.999999999999997e-09,4.625526304118035e-05
1.005e-08,4.628875755035007e-05
1.01e-08,4.566275363248625e-05
1.015e-08,4.564234475339075e-05
1.02e-08,4.564143618260651e-05
1.025e-08,4.564136557275957e-05
1.03e-08,4.564137273334293e-05
1.035e-08,4.564136995986646e-05
1.04e-08,4.564136344527428e-05
1.045e-08,4.564137208305524e-05
1.05e-08,4.564136975798689e-05
1.055e-08,4.564136373660951e-05
1.06e-08,4.564137240610528e-05
1.065e-08,4.564136966121211e-05
1.07e-08,4.564136359370542e-05
1.075e-08,4.564137263641729e-05
1.08e-08,4.564136957361418e-05
1.085e-08,4.564136345394856e-05
1.09e-08,4.564137285614518e-05
1.095000000000001e-08,4.564136950458166e-05
1.100000000000001e-08,4.564136337690436e-05
1.105000000000001e-08,4.5641373021157e-05
1.110000000000001e-08,4.564136940418331e-05
1.115000000000001e-08,4.564136332221496e-05
1.120000000000001e-08,4.564136516970364e-05
1.125000000000001e-08,4.564136813946832e-05
1.130000000000001e-08,4.5641371109233e-05
1.135000000000001e-08,4.564137407899768e-05
1.140000000000001e-08,4.564136795730761e-05
1.145000000000001e-08,4.564136383505755e-05
1.150000000000001e-08,4.564136732185105e-05
1.155000000000001e-08,4.564137080864454e-05
1.160000000000001e-08,4.564137391633163e-05
1.165000000000001e-08,4.564137118218351e-05
1.170000000000001e-08,4.564136844803538e-05
1.175000000000001e-08,4.564136571388725e-05
1.180000000000001e-08,4.564136314488959e-05
1.185000000000001e-08,4.564136583081001e-05
1.190000000000001e-08,4.564136851673043e-05
1.195000000000001e-08,4.564137120265084e-05
1.200000000000001e-08,4.564137388857127e-05
1.205000000000002e-08,4.586720094917863e-05
1.210000000000002e-08,4.626879307745696e-05
1.215000000000002e-08,4.625604554421334e-05
1.220000000000002e-08,4.625529658411903e-05
1.225000000000002e-08,4.625527156145592e-05
1.230000000000002e-08,4.625526603368766e-05
1.235000000000002e-08,4.625527547772774e-05
1.240000000000002e-08,4.62552727523751e-05
1.245000000000002e-08,4.625526814720165e-05
1.250000000000002e-08,4.62552635420282e-05
1.255000000000002e-08,4.62552686304268e-05
1.260000000000002e-08,4.625527609247567e-05
1.265000000000002e-08,4.625527148186535e-05
1.270000000000002e-08,4.625526687125502e-05
1.275000000000002e-08,4.62552622606447e-05
1.280000000000002e-08,4.625527097165584e-05
1.285000000000002e-08,4.62552749386064e-05
1.290000000000002e-08,4.625527030243451e-05
1.295000000000002e-08,4.625526566626263e-05
1.300000000000002e-08,4.625526407219547e-05
1.305000000000002e-08,4.625527336677729e-05
1.310000000000002e-08,4.625527376831852e-05
1.315000000000003e-08,4.625526911074106e-05
1.320000000000003e-08,4.62552644531636e-05
1.325000000000003e-08,4.625526644713938e-05
1.330000000000003e-08,4.625527577989433e-05
1.335000000000003e-08,4.625527258367753e-05
1.340000000000003e-08,4.625526790914945e-05
1.345000000000003e-08,4.625526323462137e-05
1.350000000000003e-08,4.625526884279374e-05
1.355000000000003e-08,4.625527607664806e-05
1.360000000000003e-08,4.625527138734802e-05
1.365000000000003e-08,4.625526669804798e-05
1.370000000000003e-08,4.625526200874795e-05
1.375000000000003e-08,4.625527179541379e-05
1.380000000000003e-08,4.62552735709315e-05
1.385000000000003e-08,4.625526692326952e-05
1.390000000000003e-08,4.625526355029143e-05
1.395000000000003e-08,4.625527020952836e-05
1.400000000000003e-08,4.625527686876529e-05
1.405000000000003e-08,4.628875420200996e-05
1.410000000000003e-08,4.566275288558877e-05
1.415000000000003e-08,4.564234469681e-05
1.420000000000003e-08,4.564143619333421e-05
1.425000000000003e-08,4.564136490692937e-05
1.430000000000004e-08,4.564137331152835e-05
1.435000000000004e-08,4.564137012177349e-05
1.440000000000004e-08,4.564136268109967e-05
1.445000000000004e-08,4.5641372756371e-05
1.450000000000004e-08,4.564136993010892e-05
1.455000000000004e-08,4.564136281795637e-05
1.460000000000004e-08,4.564137323023664e-05
1.465000000000004e-08,4.564136983749468e-05
1.470000000000004e-08,4.564136251381309e-05
1.475000000000004e-08,4.564137362325796e-05
1.480000000000004e-08,4.564136974826775e-05
1.485000000000004e-08,4.564136220737523e-05
1.490000000000004e-08,4.56413740167808e-05
1.495000000000004e-08,4.564136967204279e-05
1.500000000000004e-08,4.56413619586502e-05
1.505000000000004e-08,4.564137436573451e-05
1.510000000000004e-08,4.564136955900018e-05
1.515000000000004e-08,4.564136172751142e-05
1.520000000000004e-08,4.564136421265459e-05
1.525000000000004e-08,4.564136807747128e-05
1.530000000000004e-08,4.564137194228797e-05
1.535000000000004e-08,4.564137580710466e-05
1.540000000000005e-08,4.564136765259839e-05
