VT("/TP4_2") X,VT("/TP4_2") Y
0,0.8098906054806313
1.953125e-14,0.8098906224111553
5.859375e-14,0.8098906304112956
1.3671875e-13,0.8098906434146957
2.698411593240353e-13,0.8098906807138547
5.360859779721061e-13,0.8098907815017385
1.068575615268248e-12,0.8098910543881895
2.13355488986053e-12,0.8098920137615222
4.263513439045095e-12,0.8098942699126072
8.523430537414225e-12,0.8098918300481458
1.327666120656792e-11,0.8098506000668919
1.663833060328396e-11,0.8097819958750588
2e-11,0.8096872414937952
2.008076973884047e-11,0.80968474517029
2.024230921652141e-11,0.8096797621369078
2.056538817188328e-11,0.8096698253489117
2.112477485632447e-11,0.8096527456406551
2.224354822520685e-11,0.8096199417123521
2.448109496297161e-11,0.8095677082256043
2.895618843850112e-11,0.8095761788950907
3.46471762347433e-11,0.8100040582616195
3.953777614240526e-11,0.8109813914333488
4.405717855236889e-11,0.8125482004660642
4.890331806962003e-11,0.8149058522997935
5.280016362437173e-11,0.8171527389537326
5.670805646007036e-11,0.8195084149155285
6.007385475340772e-11,0.8214813045911119
6.273190188513214e-11,0.8229252247596702
6.512445902934674e-11,0.8240936558990479
6.791273478804346e-11,0.8252798545127259
7.012001329918723e-11,0.8260923090323089
7.287964919689395e-11,0.8269774416105393
7.638819422230503e-11,0.8279367661060733
8.083241467232146e-11,0.8289551384822095
8.594645106822542e-11,0.8299322296414259
9.172016730257274e-11,0.8308565476284496
9.857512379745821e-11,0.8317705341173038
1.074121487926267e-10,0.8327230072169201
1.197138284685037e-10,0.8337242278025701
1.342392191070213e-10,0.8345435790631008
1.509886706326299e-10,0.8351497202388961
1.709346187707748e-10,0.8355710197364238
1.965848984649374e-10,0.8358440785249692
2.322498743805388e-10,0.8359925395483893
2.865819804108147e-10,0.836046844045523
3.815529091937708e-10,0.8360524890937686
4.290383735852488e-10,0.8360516343436837
5.240093023682049e-10,0.8360515322668564
5.714947667596829e-10,0.8360515038471682
6.66465695542639e-10,0.8360515550916806
7.13951159934117e-10,0.8360515095060995
8.089220887170731e-10,0.8360515529276118
9.044610443585365e-10,0.8360515104976769
1e-09,0.8360515543954149
1.000078125e-09,0.8360515142795206
1.000234375e-09,0.8360514975695523
1.000546874999999e-09,0.8360513899070068
1.001131552418349e-09,0.8360511053416608
1.002300907255049e-09,0.8360502593570848
1.00463961692845e-09,0.8360482432193536
1.00931703627525e-09,0.8360550187819693
1.013753111562874e-09,0.8360952474357102
1.016876555781437e-09,0.8361524526430413
1.02e-09,0.8362283652782098
1.020085738773777e-09,0.8362306585439111
1.020257216321331e-09,0.8362352493803009
1.02060017141644e-09,0.8362444747862069
1.021148198510225e-09,0.8362592096969866
1.022244252697795e-09,0.8362882896591876
1.024436361072936e-09,0.8363401658266868
1.028820577823217e-09,0.8363935480023286
1.03474600153266e-09,0.836262763043127
1.041100545408415e-09,0.8356207125162459
1.046411199227287e-09,0.8344487113224681
1.051729740586789e-09,0.8325937636877965
1.055967646812476e-09,0.8307381070741788
1.05928041506297e-09,0.8291831263325844
1.062835263144968e-09,0.8275208334832368
1.065691192626346e-09,0.8262367928930856
1.068614122638145e-09,0.8250027845624971
1.071042642390194e-09,0.8240475952695858
1.073755549264704e-09,0.8230522542610407
1.076452475785676e-09,0.8221285110652272
1.079187156463266e-09,0.8212505868350762
1.082547548239148e-09,0.8202440462543505
1.08369682478513e-09,0.8199171340025051
1.085995377877095e-09,0.8192883124745162
1.087144654423077e-09,0.8189862124004789
