/SUB_TOP_R (plaintext=33) X,/SUB_TOP_R (plaintext=33) Y
0,4.412164001138823e-05
5e-11,4.448755787571882e-05
9.999999999999999e-11,4.483040145364374e-05
1.5e-10,4.481935633039962e-05
2e-10,4.482046267483487e-05
2.5e-10,4.482052762976243e-05
2.999999999999999e-10,4.482053186797593e-05
3.499999999999999e-10,4.482053052364859e-05
3.999999999999999e-10,4.482053149616862e-05
4.499999999999999e-10,4.482053137930654e-05
4.999999999999999e-10,4.482053139965816e-05
5.5e-10,4.482053091291449e-05
6e-10,4.482053311101983e-05
6.5e-10,4.482052975013215e-05
7.000000000000001e-10,4.482053220878973e-05
7.500000000000001e-10,4.482053054641052e-05
8.000000000000001e-10,4.482053083484489e-05
8.500000000000002e-10,4.482052971032033e-05
9.000000000000002e-10,4.482053222830143e-05
9.500000000000002e-10,4.482053368570725e-05
1e-09,4.482053223114565e-05
1.05e-09,4.482053077658406e-05
1.1e-09,4.482052932202245e-05
1.15e-09,4.482052943858559e-05
1.2e-09,4.482053250099819e-05
1.25e-09,4.482053344642693e-05
1.3e-09,4.482053189306253e-05
1.350000000000001e-09,4.482053033969814e-05
1.400000000000001e-09,4.482052878633375e-05
1.450000000000001e-09,4.482052897556931e-05
1.500000000000001e-09,4.482052998383889e-05
1.550000000000001e-09,4.482053099210849e-05
1.600000000000001e-09,4.482053200037808e-05
1.650000000000001e-09,4.482053300864767e-05
1.700000000000001e-09,4.482053401691726e-05
1.750000000000001e-09,4.482053336750356e-05
1.800000000000001e-09,4.482053240265648e-05
1.850000000000001e-09,4.482053143780941e-05
1.900000000000001e-09,4.482053047296233e-05
1.950000000000001e-09,4.482052950811526e-05
2.000000000000001e-09,4.482052854326818e-05
2.050000000000001e-09,4.476112893468643e-05
2.100000000000001e-09,4.420581452602285e-05
2.150000000000001e-09,4.412740017972998e-05
2.200000000000001e-09,4.412205336214314e-05
2.250000000000001e-09,4.412167112194847e-05
2.300000000000001e-09,4.412164477027365e-05
2.350000000000001e-09,4.412163527964181e-05
2.400000000000001e-09,4.412164073342232e-05
2.450000000000001e-09,4.412164293735119e-05
2.500000000000001e-09,4.412163980932762e-05
2.550000000000001e-09,4.412163883099618e-05
2.600000000000001e-09,4.412164144702036e-05
2.650000000000001e-09,4.412163993495976e-05
2.700000000000001e-09,4.412164014086585e-05
2.750000000000001e-09,4.412163962427358e-05
2.800000000000001e-09,4.412164022409375e-05
