/SUB_TOP_R (plaintext=240) X,/SUB_TOP_R (plaintext=240) Y
0,4.361870035580665e-05
5e-11,4.394920167403737e-05
9.999999999999999e-11,4.433016448952808e-05
1.5e-10,4.431498792341764e-05
2e-10,4.431617714629598e-05
2.5e-10,4.43162410626257e-05
2.999999999999999e-10,4.431624500064484e-05
3.499999999999999e-10,4.431624609895561e-05
3.999999999999999e-10,4.431624440967196e-05
4.499999999999999e-10,4.431624578860144e-05
4.999999999999999e-10,4.431624489648464e-05
5.5e-10,4.431624533457636e-05
6e-10,4.431624484320812e-05
6.5e-10,4.431624520383929e-05
7.000000000000001e-10,4.431624496450293e-05
7.500000000000001e-10,4.431624496639083e-05
8.000000000000001e-10,4.431624506521026e-05
8.500000000000002e-10,4.431624484218274e-05
9.000000000000002e-10,4.431624512141359e-05
9.500000000000002e-10,4.431624670232929e-05
1e-09,4.431624492560041e-05
1.05e-09,4.431624314887153e-05
1.1e-09,4.431624348087169e-05
1.15e-09,4.431624446936392e-05
1.2e-09,4.431624545785615e-05
1.25e-09,4.431624644634838e-05
1.3e-09,4.431624732563601e-05
1.350000000000001e-09,4.431624454822686e-05
1.400000000000001e-09,4.431624292504103e-05
1.450000000000001e-09,4.431624433911506e-05
1.500000000000001e-09,4.43162457531891e-05
1.550000000000001e-09,4.431624716726315e-05
1.600000000000001e-09,4.431624662656841e-05
1.650000000000001e-09,4.431624549578121e-05
1.700000000000001e-09,4.431624436499401e-05
1.750000000000001e-09,4.431624323420682e-05
1.800000000000001e-09,4.4316242971132e-05
1.850000000000001e-09,4.431624409964791e-05
1.900000000000001e-09,4.431624522816382e-05
1.950000000000001e-09,4.431624635667973e-05
2.000000000000001e-09,4.431624748519565e-05
2.050000000000001e-09,4.425053304305755e-05
2.100000000000001e-09,4.369322124851914e-05
2.150000000000001e-09,4.36238165452279e-05
2.200000000000001e-09,4.361906333362014e-05
2.250000000000001e-09,4.361873043453559e-05
2.300000000000001e-09,4.361870083540822e-05
2.350000000000001e-09,4.361870025094255e-05
2.400000000000001e-09,4.361870027977806e-05
2.450000000000001e-09,4.361870047467696e-05
2.500000000000001e-09,4.361870025070701e-05
2.550000000000001e-09,4.361870032545968e-05
2.600000000000001e-09,4.361870068550234e-05
2.650000000000001e-09,4.361870002560701e-05
2.700000000000001e-09,4.361870051638659e-05
2.750000000000001e-09,4.361870043334412e-05
2.800000000000001e-09,4.361870006078894e-05
2.850000000000002e-09,4.361870008830138e-05
2.900000000000002e-09,4.361870078903377e-05
2.950000000000002e-09,4.361870083971527e-05
3.000000000000002e-09,4.361870029240257e-05
3.050000000000002e-09,4.361869974508987e-05
3.100000000000002e-09,4.361869921009517e-05
3.150000000000002e-09,4.36187006755828e-05
3.200000000000002e-09,4.361870138927273e-05
3.250000000000002e-09,4.361870061362093e-05
3.300000000000002e-09,4.361869983796913e-05
3.350000000000002e-09,4.361869906231733e-05
3.400000000000002e-09,4.361869944518919e-05
3.450000000000002e-09,4.361869983491304e-05
3.500000000000002e-09,4.361870022463689e-05
3.550000000000002e-09,4.361870061436075e-05
3.600000000000002e-09,4.36187010040846e-05
3.650000000000002e-09,4.361870139380846e-05
3.700000000000002e-09,4.361870153322289e-05
3.750000000000002e-09,4.361870111926758e-05
3.800000000000002e-09,4.361870070531227e-05
3.850000000000001e-09,4.361870029135696e-05
3.900000000000001e-09,4.361869987740165e-05
3.950000000000001e-09,4.361869946344634e-05
4e-09,4.361869904949103e-05
4.05e-09,4.394694068607538e-05
4.099999999999999e-09,4.433078789265822e-05
4.149999999999999e-09,4.431500520942005e-05
4.199999999999999e-09,4.431616711074753e-05
4.249999999999998e-09,4.431623476486264e-05
4.299999999999998e-09,4.431624914326643e-05
4.349999999999998e-09,4.431623449880533e-05
4.399999999999997e-09,4.431625207939126e-05
4.449999999999997e-09,4.431624099222906e-05
4.499999999999996e-09,4.431624934945042e-05
4.549999999999996e-09,4.431624455000784e-05
4.599999999999996e-09,4.43162439300493e-05
4.649999999999995e-09,4.431624660625748e-05
4.699999999999995e-09,4.431624211792966e-05
4.749999999999995e-09,4.431624752971968e-05
4.799999999999994e-09,4.431624396102922e-05
4.849999999999994e-09,4.431624667145272e-05
4.899999999999993e-09,4.431624406532807e-05
4.949999999999993e-09,4.431624450836018e-05
4.999999999999993e-09,4.431624704732898e-05
5.049999999999992e-09,4.373570637596402e-05
5.099999999999992e-09,4.373573198282278e-05
5.149999999999992e-09,4.373559598367544e-05
5.199999999999991e-09,4.373575145187144e-05
5.249999999999991e-09,4.373552953925989e-05
5.29999999999999e-09,4.373548715076888e-05
5.34999999999999e-09,4.373560137513696e-05
