VT("/TP4_2") X,VT("/TP4_2") Y
0,0.8365412844550106
4e-11,0.8387634926881739
8e-11,0.8602395603957882
1.2e-10,0.865798328889423
1.6e-10,0.8675738047958257
2e-10,0.8680763692125388
2.4e-10,0.868231634969723
2.8e-10,0.8682809373307278
3.2e-10,0.8682897188596626
3.6e-10,0.8682917965494771
4.000000000000001e-10,0.8682923107539788
4.400000000000001e-10,0.8682924735209877
4.800000000000001e-10,0.868292509427199
5.200000000000001e-10,0.8682925129443164
5.6e-10,0.8682925185202445
6e-10,0.8682925192261398
6.4e-10,0.8682925244550402
6.799999999999999e-10,0.868292517553607
7.199999999999999e-10,0.8682925232860588
7.599999999999999e-10,0.8682925224203245
7.999999999999998e-10,0.868292519543021
8.399999999999998e-10,0.8682925166657175
8.799999999999998e-10,0.8682925182653898
9.199999999999997e-10,0.8682925203726586
9.599999999999998e-10,0.8682925224799273
9.999999999999999e-10,0.8682925245871961
1.04e-09,0.8677761674843035
1.08e-09,0.8517707539661734
1.12e-09,0.8416607865976421
1.16e-09,0.8381039737992028
1.2e-09,0.8369904978890379
1.24e-09,0.8366710204151949
1.28e-09,0.8365713645395843
1.32e-09,0.8365467023800547
1.36e-09,0.8365407859829286
1.400000000000001e-09,0.8365411145733987
1.440000000000001e-09,0.8365414431638689
1.480000000000001e-09,0.8365413896170065
1.520000000000001e-09,0.8365412941944486
1.560000000000001e-09,0.8365412918855554
1.600000000000001e-09,0.8365412895766621
1.640000000000001e-09,0.8365412758539289
1.680000000000001e-09,0.836541256020118
1.720000000000001e-09,0.836541274415425
1.760000000000001e-09,0.836541292810732
1.800000000000001e-09,0.8365412813266843
1.840000000000001e-09,0.8365412655570524
1.880000000000001e-09,0.8365412497874206
1.920000000000001e-09,0.8365412632225252
1.960000000000001e-09,0.8365412786118923
2.000000000000001e-09,0.8365412940012593
2.040000000000001e-09,0.8387527199131437
2.080000000000001e-09,0.8602375024506116
2.120000000000001e-09,0.8657977668785881
2.16e-09,0.8675712775369562
2.2e-09,0.8680761215194517
2.24e-09,0.8682313889706148
2.28e-09,0.8682811883953188
2.32e-09,0.8682897588660021
2.36e-09,0.8682917705145424
2.4e-09,0.8682923158780905
2.439999999999999e-09,0.8682924815735864
2.479999999999999e-09,0.8682925090772502
2.519999999999999e-09,0.8682925091051205
2.559999999999999e-09,0.8682925193345248
2.599999999999999e-09,0.8682925162883969
2.639999999999999e-09,0.8682925289188369
2.679999999999999e-09,0.8682925254407361
2.719999999999998e-09,0.8682925177658581
2.759999999999998e-09,0.8682925100909802
2.799999999999998e-09,0.8682925163312013
2.839999999999998e-09,0.8682925238099345
2.879999999999998e-09,0.8682925312886677
2.919999999999998e-09,0.8682925243525869
2.959999999999998e-09,0.8682925168023431
2.999999999999997e-09,0.8682925092520993
3.039999999999997e-09,0.8677760320083603
3.079999999999997e-09,0.8517693381106743
3.119999999999997e-09,0.8416604553484139
3.159999999999997e-09,0.8381037103295041
3.199999999999997e-09,0.8369905240766117
3.239999999999997e-09,0.836671021486959
3.279999999999997e-09,0.8365713974096298
3.319999999999996e-09,0.8365466667580866
3.359999999999996e-09,0.8365407892153468
3.399999999999996e-09,0.8365411200653584
3.439999999999996e-09,0.8365414509153701
3.479999999999996e-09,0.8365413861717558
3.519999999999996e-09,0.8365412861384081
3.559999999999996e-09,0.836541290741509
3.599999999999995e-09,0.83654129534461
3.639999999999995e-09,0.836541279184998
3.679999999999995e-09,0.8365412494618953
3.719999999999995e-09,0.8365412754955457
3.759999999999995e-09,0.8365413015291959
3.799999999999995e-09,0.8365412854863845
3.839999999999995e-09,0.8365412636599932
3.879999999999995e-09,0.8365412418336017
3.919999999999995e-09,0.8365412606791921
3.959999999999995e-09,0.8365412821402909
3.999999999999994e-09,0.8365413036013896
4.039999999999994e-09,0.8280262610629008
4.079999999999994e-09,0.8522080061765989
4.119999999999994e-09,0.9107683322245649
4.159999999999994e-09,0.9315763814102586
4.199999999999994e-09,0.937693126980922
4.239999999999994e-09,0.9394084544961684
4.279999999999993e-09,0.9398722997214763
4.319999999999993e-09,0.9399683351344322
4.359999999999993e-09,0.9400027046605216
4.399999999999993e-09,0.9400082660660464
4.439999999999993e-09,0.9400043623927352
4.479999999999993e-09,0.9400004587194241
4.519999999999993e-09,0.9399991730163598
4.559999999999993e-09,0.940000268744727
4.599999999999992e-09,0.940001364473094
4.639999999999992e-09,0.9400024602014612
4.679999999999992e-09,0.9400035559298282
4.719999999999992e-09,0.9400038052126413
4.759999999999992e-09,0.9400033393230053
4.799999999999992e-09,0.9400028734333692
4.839999999999992e-09,0.9400024075437332
4.879999999999991e-09,0.9400019416540971
4.919999999999991e-09,0.9400014757644611
4.959999999999991e-09,0.940001009874825
4.999999999999991e-09,0.9400005439851891
5.039999999999991e-09,0.9404288905568572
5.079999999999991e-09,0.9281349030288863
5.119999999999991e-09,0.9219282850197646
5.15999999999999e-09,0.9199376261016672
5.19999999999999e-09,0.9193161303281834
5.23999999999999e-09,0.9191508001065507
5.27999999999999e-09,0.9191116899323227
5.31999999999999e-09,0.9190980806072725
5.35999999999999e-09,0.9190963549349289
5.39999999999999e-09,0.9190951383766517
5.439999999999989e-09,0.9190951068471949
5.479999999999989e-09,0.9190955060258104
5.519999999999989e-09,0.9190959052044257
5.559999999999989e-09,0.9190954690172269
5.599999999999989e-09,0.9190953653403532
5.639999999999989e-09,0.9190957112885905
5.679999999999989e-09,0.9190958456382669
5.719999999999989e-09,0.9190951611518952
5.759999999999988e-09,0.919095516276033
5.799999999999988e-09,0.919095871400171
5.839999999999988e-09,0.9190955234248839
5.879999999999988e-09,0.9190953859491268
5.919999999999988e-09,0.9190958795633023
5.959999999999988e-09,0.9190956377933748
5.999999999999988e-09,0.9190951410402945
6.039999999999987e-09,0.9203491757253184
6.079999999999987e-09,0.9340341569928979
6.119999999999987e-09,0.9381985585826843
6.159999999999987e-09,0.9394953601298049
6.199999999999987e-09,0.9398503666953757
6.239999999999987e-09,0.9399590515749938
6.279999999999987e-09,0.939993974671411
6.319999999999986e-09,0.9399997209436656
6.359999999999986e-09,0.9400029810249786
6.399999999999986e-09,0.9400020069231597
6.439999999999986e-09,0.9400022237736959
6.479999999999986e-09,0.9400021390049679
6.519999999999986e-09,0.9400017901124843
6.559999999999986e-09,0.9400021544778786
6.599999999999985e-09,0.9400021688853454
6.639999999999985e-09,0.9400017905367672
6.679999999999985e-09,0.9400021538320827
6.719999999999985e-09,0.9400021759008677
6.759999999999985e-09,0.9400017852947283
6.799999999999985e-09,0.9400021512549049
6.839999999999985e-09,0.9400023024954909
6.879999999999985e-09,0.9400019603675479
6.919999999999984e-09,0.9400017221945197
6.959999999999984e-09,0.940002065697915
6.999999999999984e-09,0.9400024092013103
7.039999999999984e-09,0.9404025038103685
7.079999999999984e-09,0.9281205785832551
7.119999999999984e-09,0.9219683279952319
7.159999999999984e-09,0.9199015859746297
7.199999999999983e-09,0.9193389569755325
7.239999999999983e-09,0.9191630636567922
7.279999999999983e-09,0.9191134969673342
7.319999999999983e-09,0.9190949292709165
7.359999999999983e-09,0.919095610613913
7.399999999999983e-09,0.9190953647016461
7.439999999999983e-09,0.919095810724911
7.479999999999983e-09,0.9190954673309256
7.519999999999984e-09,0.9190957101116598
7.559999999999985e-09,0.9190955466965485
7.599999999999985e-09,0.9190955523713406
7.639999999999986e-09,0.9190956256182373
7.679999999999987e-09,0.9190953946240401
7.719999999999987e-09,0.9190957044362755
7.759999999999988e-09,0.91909535989761
7.799999999999989e-09,0.9190957829443447
7.839999999999989e-09,0.9190954389675872
7.87999999999999e-09,0.9190955021181235
7.919999999999991e-09,0.9190957817452539
