/SUB_TOP_R (plaintext=109) X,/SUB_TOP_R (plaintext=109) Y
0,4.383260958789798e-05
5e-11,4.421841615407965e-05
9.999999999999999e-11,4.447548080447426e-05
1.5e-10,4.445828530774663e-05
2e-10,4.445933402728821e-05
2.5e-10,4.445939352330853e-05
2.999999999999999e-10,4.445940393930156e-05
3.499999999999999e-10,4.445939851560333e-05
3.999999999999999e-10,4.445940277461188e-05
4.499999999999999e-10,4.445940083138808e-05
4.999999999999999e-10,4.445940274932134e-05
5.5e-10,4.44593993760544e-05
6e-10,4.445940275397689e-05
6.5e-10,4.445940028760775e-05
7.000000000000001e-10,4.445939989722706e-05
7.500000000000001e-10,4.445940589987902e-05
8.000000000000001e-10,4.445939612713054e-05
8.500000000000002e-10,4.445940030670341e-05
9.000000000000002e-10,4.445940531333171e-05
9.500000000000002e-10,4.445940417365461e-05
1e-09,4.445940128641277e-05
1.05e-09,4.445939839917094e-05
1.1e-09,4.44593955119291e-05
1.15e-09,4.445940153550625e-05
1.2e-09,4.445940605566871e-05
1.25e-09,4.445940297620183e-05
1.3e-09,4.445939989673494e-05
1.350000000000001e-09,4.445939681726806e-05
1.400000000000001e-09,4.445939614369379e-05
1.450000000000001e-09,4.445939768487673e-05
1.500000000000001e-09,4.445939922605967e-05
1.550000000000001e-09,4.445940076724261e-05
1.600000000000001e-09,4.445940230842555e-05
1.650000000000001e-09,4.445940384960849e-05
1.700000000000001e-09,4.445940539079143e-05
1.750000000000001e-09,4.445940611032083e-05
1.800000000000001e-09,4.445940395832757e-05
1.850000000000001e-09,4.445940180633431e-05
1.900000000000001e-09,4.445939965434104e-05
1.950000000000001e-09,4.445939750234779e-05
2.000000000000001e-09,4.445939535035452e-05
2.050000000000001e-09,4.439519603567371e-05
2.100000000000001e-09,4.393147828340366e-05
2.150000000000001e-09,4.383973068811352e-05
2.200000000000001e-09,4.383313545821812e-05
2.250000000000001e-09,4.383265496094578e-05
2.300000000000001e-09,4.383261496314307e-05
2.350000000000001e-09,4.383260457594523e-05
2.400000000000001e-09,4.383261035379707e-05
2.450000000000001e-09,4.383261242018446e-05
2.500000000000001e-09,4.383260969651162e-05
2.550000000000001e-09,4.383260929549395e-05
2.600000000000001e-09,4.383261044664372e-05
2.650000000000001e-09,4.383260912613081e-05
2.700000000000001e-09,4.38326099688867e-05
2.750000000000001e-09,4.383260868396849e-05
2.800000000000001e-09,4.383261036446552e-05
2.850000000000002e-09,4.383261060268451e-05
2.900000000000002e-09,4.383260963237196e-05
2.950000000000002e-09,4.38326086620594e-05
3.000000000000002e-09,4.383260820695349e-05
3.050000000000002e-09,4.383260895833828e-05
3.100000000000002e-09,4.383260932333946e-05
3.150000000000002e-09,4.383260954518692e-05
3.200000000000002e-09,4.383260976703437e-05
3.250000000000002e-09,4.383260980466431e-05
3.300000000000002e-09,4.38326097145436e-05
3.350000000000002e-09,4.383260962442289e-05
3.400000000000002e-09,4.383260953430217e-05
3.450000000000002e-09,4.383260944418145e-05
3.500000000000002e-09,4.383260935406074e-05
3.550000000000002e-09,4.383260931015871e-05
3.600000000000002e-09,4.383260936809048e-05
3.650000000000002e-09,4.383260942602224e-05
3.700000000000002e-09,4.3832609483954e-05
3.750000000000002e-09,4.383260954188577e-05
3.800000000000002e-09,4.383260959981753e-05
3.850000000000001e-09,4.383260965774929e-05
3.900000000000001e-09,4.383260971568106e-05
3.950000000000001e-09,4.383260977361282e-05
4e-09,4.383260983154458e-05
4.05e-09,4.421611276910103e-05
4.099999999999999e-09,4.447534309026896e-05
4.149999999999999e-09,4.445830484856946e-05
4.199999999999999e-09,4.44593333832134e-05
4.249999999999998e-09,4.445938378924825e-05
4.299999999999998e-09,4.445941154173875e-05
4.349999999999998e-09,4.445939709866739e-05
4.399999999999997e-09,4.445940232191028e-05
4.449999999999997e-09,4.445940184013967e-05
4.499999999999996e-09,4.445940134680462e-05
4.549999999999996e-09,4.445940167929738e-05
4.599999999999996e-09,4.445940011627718e-05
4.649999999999995e-09,4.44594033445339e-05
4.699999999999995e-09,4.44593994371973e-05
4.749999999999995e-09,4.445939950502254e-05
4.799999999999994e-09,4.445939879599079e-05
4.849999999999994e-09,4.445940416985353e-05
4.899999999999993e-09,4.445940405394544e-05
4.949999999999993e-09,4.445939970432064e-05
4.999999999999993e-09,4.445939535469584e-05
5.049999999999992e-09,4.387804623830016e-05
5.099999999999992e-09,4.387808186017575e-05
5.149999999999992e-09,4.387795397265243e-05
5.199999999999991e-09,4.387810408283143e-05
5.249999999999991e-09,4.387787919690773e-05
5.29999999999999e-09,4.387784290232252e-05
5.34999999999999e-09,4.387796017393414e-05
5.39999999999999e-09,4.387807744554577e-05
5.449999999999989e-09,4.387818594950111e-05
