/SUB_TOP_R (plaintext=244) X,/SUB_TOP_R (plaintext=244) Y
0,4.356210402717805e-05
5e-11,4.389172851710804e-05
9.999999999999999e-11,4.425036944064626e-05
1.5e-10,4.423163926730365e-05
2e-10,4.42328172981242e-05
2.5e-10,4.423288183803525e-05
2.999999999999999e-10,4.423288825987977e-05
3.499999999999999e-10,4.423288576351765e-05
3.999999999999999e-10,4.423288877643481e-05
4.499999999999999e-10,4.42328841759594e-05
4.999999999999999e-10,4.423288931310862e-05
5.5e-10,4.423288429378549e-05
6e-10,4.423288928888779e-05
6.5e-10,4.423288590573432e-05
7.000000000000001e-10,4.423288894606128e-05
7.500000000000001e-10,4.423288678522558e-05
8.000000000000001e-10,4.423288818692182e-05
8.500000000000002e-10,4.423288728079103e-05
9.000000000000002e-10,4.423288750888662e-05
9.500000000000002e-10,4.423288749976411e-05
1e-09,4.423288749064159e-05
1.05e-09,4.423288754170489e-05
1.1e-09,4.423288762183921e-05
1.15e-09,4.423288770197352e-05
1.2e-09,4.423288778210784e-05
1.25e-09,4.423288786224215e-05
1.3e-09,4.423288727283841e-05
1.350000000000001e-09,4.423288655643109e-05
1.400000000000001e-09,4.423288704078875e-05
1.450000000000001e-09,4.423288754283008e-05
1.500000000000001e-09,4.42328880448714e-05
1.550000000000001e-09,4.423288829329528e-05
1.600000000000001e-09,4.423288787425579e-05
1.650000000000001e-09,4.423288745521631e-05
1.700000000000001e-09,4.423288703617682e-05
1.750000000000001e-09,4.423288661713733e-05
1.800000000000001e-09,4.423288674298333e-05
1.850000000000001e-09,4.423288717843317e-05
1.900000000000001e-09,4.423288761388301e-05
1.950000000000001e-09,4.423288804933284e-05
2.000000000000001e-09,4.423288848478268e-05
2.050000000000001e-09,4.416638407050518e-05
2.100000000000001e-09,4.364338536643875e-05
2.150000000000001e-09,4.356790419165854e-05
2.200000000000001e-09,4.356254626887874e-05
2.250000000000001e-09,4.356214213699585e-05
2.300000000000001e-09,4.356210492830118e-05
2.350000000000001e-09,4.356210396594578e-05
2.400000000000001e-09,4.35621038367895e-05
2.450000000000001e-09,4.356210426249054e-05
2.500000000000001e-09,4.356210399885595e-05
2.550000000000001e-09,4.356210382982879e-05
2.600000000000001e-09,4.356210463175115e-05
2.650000000000001e-09,4.356210349206964e-05
2.700000000000001e-09,4.356210393332145e-05
2.750000000000001e-09,4.356210511815565e-05
2.800000000000001e-09,4.35621029531258e-05
2.850000000000002e-09,4.356210392675432e-05
2.900000000000002e-09,4.356210509222378e-05
2.950000000000002e-09,4.356210458920768e-05
3.000000000000002e-09,4.356210380472134e-05
3.050000000000002e-09,4.3562103020235e-05
3.100000000000002e-09,4.356210332667603e-05
3.150000000000002e-09,4.356210518434589e-05
3.200000000000002e-09,4.356210485697713e-05
3.250000000000002e-09,4.356210389049483e-05
3.300000000000002e-09,4.356210292401252e-05
3.350000000000002e-09,4.356210267730143e-05
3.400000000000002e-09,4.356210316400432e-05
3.450000000000002e-09,4.356210365070721e-05
3.500000000000002e-09,4.356210413741011e-05
3.550000000000002e-09,4.3562104624113e-05
3.600000000000002e-09,4.356210511081589e-05
3.650000000000002e-09,4.356210559751878e-05
3.700000000000002e-09,4.356210519397652e-05
3.750000000000002e-09,4.356210473211999e-05
3.800000000000002e-09,4.356210427026345e-05
