V_75("/TP4_2") X,V_75("/TP4_2") Y
0,0.8367440124287867
4e-11,0.8388429890714265
8e-11,0.8604178167515745
1.2e-10,0.8667837140915607
1.6e-10,0.8688174119994199
2e-10,0.8693876094008566
2.4e-10,0.8695636622571681
2.8e-10,0.8696199178398589
3.2e-10,0.8696296534519516
3.6e-10,0.8696319365788087
4.000000000000001e-10,0.8696325429227092
4.400000000000001e-10,0.8696327253602386
4.800000000000001e-10,0.8696327609493255
5.200000000000001e-10,0.8696327671624485
5.6e-10,0.8696327738109451
6e-10,0.8696327729109684
6.4e-10,0.8696327787993426
6.799999999999999e-10,0.8696327707175666
7.199999999999999e-10,0.8696327774408147
7.599999999999999e-10,0.8696327776381586
7.999999999999998e-10,0.8696327742738511
8.399999999999998e-10,0.8696327709095437
8.799999999999998e-10,0.869632772146088
9.199999999999997e-10,0.8696327746860177
9.599999999999998e-10,0.8696327772259475
9.999999999999999e-10,0.8696327797658772
1.04e-09,0.8691570079771287
1.08e-09,0.8522956440000184
1.12e-09,0.8418381729625567
1.16e-09,0.8382721895446457
1.2e-09,0.8371850855338717
1.24e-09,0.8368706696583282
1.28e-09,0.8367739108105183
1.32e-09,0.8367485205142509
1.36e-09,0.8367434970939815
1.400000000000001e-09,0.8367438462635783
1.440000000000001e-09,0.836744195433175
1.480000000000001e-09,0.836744121593236
1.520000000000001e-09,0.836744015389463
1.560000000000001e-09,0.8367440170587366
1.600000000000001e-09,0.8367440187280101
1.640000000000001e-09,0.83674401652195
1.680000000000001e-09,0.8367440079644215
1.720000000000001e-09,0.8367439994068929
1.760000000000001e-09,0.8367439908493643
1.800000000000001e-09,0.8367439822918358
1.840000000000001e-09,0.8367439866926585
1.880000000000001e-09,0.8367439969297997
1.920000000000001e-09,0.836744007166941
1.960000000000001e-09,0.8367440174040822
2.000000000000001e-09,0.8367440276412235
2.040000000000001e-09,0.8388327304465482
2.080000000000001e-09,0.8604152281109522
2.120000000000001e-09,0.8667830556912143
2.16e-09,0.8688138516600056
2.2e-09,0.869387313966113
2.24e-09,0.8695633828311632
2.28e-09,0.8696202847015789
2.32e-09,0.86962972134696
2.36e-09,0.8696319094412973
2.4e-09,0.8696325530358565
2.439999999999999e-09,0.8696327375265439
2.479999999999999e-09,0.8696327570372415
2.519999999999999e-09,0.8696327649146198
2.559999999999999e-09,0.8696327774147808
2.599999999999999e-09,0.8696327680688053
2.639999999999999e-09,0.8696327823292128
2.679999999999999e-09,0.8696327820863398
2.719999999999998e-09,0.8696327732971006
2.759999999999998e-09,0.8696327645078615
2.799999999999998e-09,0.8696327689228215
2.839999999999998e-09,0.8696327777664304
2.879999999999998e-09,0.8696327866100393
2.919999999999998e-09,0.8696327798916623
2.959999999999998e-09,0.8696327709383576
2.999999999999997e-09,0.8696327619850529
3.039999999999997e-09,0.8691568395911656
3.079999999999997e-09,0.8522941114491432
3.119999999999997e-09,0.8418377482505713
3.159999999999997e-09,0.8382719155804911
3.199999999999997e-09,0.8371850766576623
3.239999999999997e-09,0.8368706601230892
3.279999999999997e-09,0.8367739303126281
3.319999999999996e-09,0.8367484943961133
3.359999999999996e-09,0.8367435013650659
3.399999999999996e-09,0.8367438495380577
3.439999999999996e-09,0.8367441977110494
3.479999999999996e-09,0.8367441193581588
3.519999999999996e-09,0.8367440124845873
3.559999999999996e-09,0.8367440165649584
3.599999999999995e-09,0.8367440206453295
3.639999999999995e-09,0.8367440194685223
3.679999999999995e-09,0.8367440098730577
3.719999999999995e-09,0.8367440002775931
3.759999999999995e-09,0.8367439906821286
3.799999999999995e-09,0.836743981086664
3.839999999999995e-09,0.8367439858707066
3.879999999999995e-09,0.8367439970486675
3.919999999999995e-09,0.8367440082266283
3.959999999999995e-09,0.8367440194045892
3.999999999999994e-09,0.8367440305825501
4.039999999999994e-09,0.8292729642501678
4.079999999999994e-09,0.8513191930225188
4.119999999999994e-09,0.8978216561727262
4.159999999999994e-09,0.9144911503408821
4.199999999999994e-09,0.919123404998018
4.239999999999994e-09,0.9205181477024524
4.279999999999993e-09,0.9209072771649632
4.319999999999993e-09,0.9210515737631511
4.359999999999993e-09,0.9210507905745209
4.399999999999993e-09,0.9210500073858906
4.439999999999993e-09,0.9210495972281459
4.479999999999993e-09,0.921049398536943
4.519999999999993e-09,0.9210491998457401
4.559999999999993e-09,0.9210490011545371
4.599999999999992e-09,0.9210491819517895
4.639999999999992e-09,0.9210494009417439
4.679999999999992e-09,0.9210496199316982
4.719999999999992e-09,0.9210498389216525
4.759999999999992e-09,0.9210500579116069
4.799999999999992e-09,0.9210501549380734
4.839999999999992e-09,0.9210498836768937
4.879999999999991e-09,0.9210496124157139
4.919999999999991e-09,0.9210493411545342
4.959999999999991e-09,0.9210490698933544
4.999999999999991e-09,0.9210487986321747
5.039999999999991e-09,0.9213343835254367
5.079999999999991e-09,0.9084542378742615
5.119999999999991e-09,0.9016851460851651
5.15999999999999e-09,0.8995447131530441
5.19999999999999e-09,0.8988769674059455
5.23999999999999e-09,0.8986998839932381
5.27999999999999e-09,0.8986473834609789
5.31999999999999e-09,0.8986384823875072
5.35999999999999e-09,0.8986349922657774
5.39999999999999e-09,0.8986339203098666
5.439999999999989e-09,0.8986342533343727
5.479999999999989e-09,0.8986348094201561
5.519999999999989e-09,0.8986347891570593
5.559999999999989e-09,0.8986342746157936
5.599999999999989e-09,0.8986347151195432
5.639999999999989e-09,0.8986350296456412
5.679999999999989e-09,0.8986341402464485
5.719999999999989e-09,0.8986345803995064
5.759999999999988e-09,0.8986350267392572
5.799999999999988e-09,0.8986348474816221
5.839999999999988e-09,0.8986345085373506
5.879999999999988e-09,0.8986341695930791
5.919999999999988e-09,0.8986344402729555
5.959999999999988e-09,0.898634779951423
5.999999999999988e-09,0.8986351196298907
6.039999999999987e-09,0.8999776412622175
6.079999999999987e-09,0.914610529995137
6.119999999999987e-09,0.9191061614510294
6.159999999999987e-09,0.9204702447680788
6.199999999999987e-09,0.9208991684738016
6.239999999999987e-09,0.9210122588034082
6.279999999999987e-09,0.9210381305232178
6.319999999999986e-09,0.9210488040421457
6.359999999999986e-09,0.9210491786307249
6.399999999999986e-09,0.921049553219304
6.439999999999986e-09,0.9210497738505445
6.479999999999986e-09,0.9210497209011478
6.519999999999986e-09,0.921049494585459
6.559999999999986e-09,0.9210492682697704
6.599999999999985e-09,0.9210496592205454
6.639999999999985e-09,0.9210496983348813
6.679999999999985e-09,0.9210494858598096
6.719999999999985e-09,0.921049273384738
6.759999999999985e-09,0.921049416129069
6.799999999999985e-09,0.9210495790739041
6.839999999999985e-09,0.9210497420187391
6.879999999999985e-09,0.9210497507768896
6.919999999999984e-09,0.9210495878118762
6.959999999999984e-09,0.9210494248468629
6.999999999999984e-09,0.9210492618818497
7.039999999999984e-09,0.9213100968171695
7.079999999999984e-09,0.9084371754402853
7.119999999999984e-09,0.9017293793357213
7.159999999999984e-09,0.8995013388359507
7.199999999999983e-09,0.8988958137354457
7.239999999999983e-09,0.8987065474181775
7.279999999999983e-09,0.898653971131791
7.319999999999983e-09,0.8986344292052845
7.359999999999983e-09,0.8986344461714273
7.399999999999983e-09,0.8986347275878684
7.439999999999983e-09,0.8986345006564804
7.479999999999983e-09,0.898634702467227
7.519999999999984e-09,0.89863451582229
7.559999999999985e-09,0.8986346615664474
7.599999999999985e-09,0.8986345986105462
7.639999999999986e-09,0.8986346201897506
7.679999999999987e-09,0.8986346813603119
7.719999999999987e-09,0.8986345788746298
7.759999999999988e-09,0.8986347640345176
7.799999999999989e-09,0.8986345376957694
7.839999999999989e-09,0.8986347379287355
7.87999999999999e-09,0.898634647769965
7.919999999999991e-09,0.8986344936689991
7.959999999999992e-09,0.8986346198588803
7.999999999999992e-09,0.8986347738472701
8.039999999999993e-09,0.8999746564765777
8.079999999999994e-09,0.9146097556898073
8.119999999999994e-09,0.919105919146471
8.159999999999995e-09,0.920470160344505
8.199999999999996e-09,0.9208990324877552
8.239999999999996e-09,0.9210124776221649
8.279999999999997e-09,0.9210380225851937
8.319999999999998e-09,0.9210486977133626
8.359999999999998e-09,0.9210492191372014
8.399999999999999e-09,0.9210497405610403
8.44e-09,0.9210496921151581
8.48e-09,0.9210496105500782
8.520000000000001e-09,0.9210495365877693
8.560000000000002e-09,0.9210494626254605
8.600000000000003e-09,0.921049573833281
