V_105("/TP4_2") X,V_105("/TP4_2") Y
0,0.8375843607500154
4e-11,0.8397165725606375
8e-11,0.8611698281586002
1.2e-10,0.8665643969847824
1.6e-10,0.8682897448958223
2e-10,0.8687777849850056
2.4e-10,0.8689292033167709
2.8e-10,0.8689697646644049
3.2e-10,0.8689858917040193
3.6e-10,0.8689857809394669
4.000000000000001e-10,0.8689857416688406
4.400000000000001e-10,0.8689857303826704
4.800000000000001e-10,0.8689857382150729
5.200000000000001e-10,0.8689857294733645
5.6e-10,0.8689857365574677
6e-10,0.8689857330757567
6.4e-10,0.8689857347136566
6.799999999999999e-10,0.868985736667466
7.199999999999999e-10,0.8689857307903938
7.599999999999999e-10,0.8689857340082842
7.999999999999998e-10,0.8689857274145087
8.399999999999998e-10,0.8689857334474422
8.799999999999998e-10,0.8689857305595339
9.199999999999997e-10,0.868985725675088
9.599999999999998e-10,0.8689857306495363
9.999999999999999e-10,0.8689857366161932
1.04e-09,0.8684603948430391
1.08e-09,0.8527194067357416
1.12e-09,0.8427216940808975
1.16e-09,0.8391538453457539
1.2e-09,0.8380407436456676
1.24e-09,0.8377161389630522
1.28e-09,0.8376169288279265
1.32e-09,0.8375872460497688
1.36e-09,0.8375844963620036
1.400000000000001e-09,0.8375843772423552
1.440000000000001e-09,0.8375843708044327
1.480000000000001e-09,0.8375843503762066
1.520000000000001e-09,0.8375843673746349
1.560000000000001e-09,0.8375843497010717
1.600000000000001e-09,0.8375843683881532
1.640000000000001e-09,0.8375843504092144
1.680000000000001e-09,0.8375843694211854
1.720000000000001e-09,0.837584354069554
1.760000000000001e-09,0.8375843719642164
1.800000000000001e-09,0.8375843556416999
1.840000000000001e-09,0.8375843545347121
1.880000000000001e-09,0.837584363079941
1.920000000000001e-09,0.8375843716251699
1.960000000000001e-09,0.8375843563243912
2.000000000000001e-09,0.8375843380592443
2.040000000000001e-09,0.8397048453887853
2.080000000000001e-09,0.8611694633393953
2.120000000000001e-09,0.8665633347667341
2.16e-09,0.8682929852810485
2.2e-09,0.8687767190864262
2.24e-09,0.8689282207089984
2.28e-09,0.8689699596256852
2.32e-09,0.8689861190288387
2.36e-09,0.8689858510946322
2.4e-09,0.8689857527586841
2.439999999999999e-09,0.8689857353745399
2.479999999999999e-09,0.8689857329382223
2.519999999999999e-09,0.8689857341000429
2.559999999999999e-09,0.8689857331711266
2.599999999999999e-09,0.8689857328783361
2.639999999999999e-09,0.8689857339582916
2.679999999999999e-09,0.8689857308423659
2.719999999999998e-09,0.8689857344788708
2.759999999999998e-09,0.8689857276577789
2.799999999999998e-09,0.8689857344322081
2.839999999999998e-09,0.8689857286646407
2.879999999999998e-09,0.8689857279681757
2.919999999999998e-09,0.8689857333034714
2.959999999999998e-09,0.8689857309483795
2.999999999999997e-09,0.8689857258335808
3.039999999999997e-09,0.8684603116115397
3.079999999999997e-09,0.8527194672794837
3.119999999999997e-09,0.8427213842693525
3.159999999999997e-09,0.839154036811811
3.199999999999997e-09,0.8380406295711602
3.239999999999997e-09,0.8377161313669319
3.279999999999997e-09,0.8376168721635505
3.319999999999996e-09,0.8375873411591083
3.359999999999996e-09,0.8375844814846322
3.399999999999996e-09,0.8375843844787412
3.439999999999996e-09,0.8375843628670236
3.479999999999996e-09,0.8375843578350978
3.519999999999996e-09,0.8375843589317512
3.559999999999996e-09,0.8375843564621516
3.599999999999995e-09,0.8375843592132195
3.639999999999995e-09,0.8375843564450148
3.679999999999995e-09,0.8375843594568445
3.719999999999995e-09,0.8375843594415106
3.759999999999995e-09,0.8375843618459244
3.799999999999995e-09,0.8375843603293334
3.839999999999995e-09,0.8375843602022893
3.879999999999995e-09,0.8375843611171819
3.919999999999995e-09,0.8375843620320744
3.959999999999995e-09,0.8375843555980299
3.999999999999994e-09,0.8375843480065587
4.039999999999994e-09,0.8287697972219106
4.079999999999994e-09,0.8528967070087975
4.119999999999994e-09,0.9140531580156556
4.159999999999994e-09,0.936388584590289
4.199999999999994e-09,0.9426102136973424
4.239999999999994e-09,0.9444837055263434
4.279999999999993e-09,0.9449012591311716
4.319999999999993e-09,0.9450744937733756
4.359999999999993e-09,0.9450883397100361
4.399999999999993e-09,0.945098416803589
4.439999999999993e-09,0.9450961032729817
4.479999999999993e-09,0.9450937897423743
4.519999999999993e-09,0.945091476211767
4.559999999999993e-09,0.9450917902122163
4.599999999999992e-09,0.945092639419211
4.639999999999992e-09,0.9450934886262056
4.679999999999992e-09,0.9450943378332002
4.719999999999992e-09,0.9450951870401949
4.759999999999992e-09,0.9450951771753068
4.799999999999992e-09,0.9450946675849621
4.839999999999992e-09,0.9450941579946174
4.879999999999991e-09,0.9450936484042726
4.919999999999991e-09,0.9450931388139279
4.959999999999991e-09,0.9450926292235831
4.999999999999991e-09,0.9450921196332384
5.039999999999991e-09,0.9455434817394784
5.079999999999991e-09,0.9333245349101084
5.119999999999991e-09,0.9272650801874458
5.15999999999999e-09,0.9253191677504587
5.19999999999999e-09,0.9247159507765456
5.23999999999999e-09,0.9245515826736517
5.27999999999999e-09,0.9245149058210284
5.31999999999999e-09,0.924500780078607
5.35999999999999e-09,0.9244986919828805
5.39999999999999e-09,0.9244991784261332
5.439999999999989e-09,0.9244981330438166
5.479999999999989e-09,0.9244989186577923
5.519999999999989e-09,0.924498493305734
5.559999999999989e-09,0.924498727249516
5.599999999999989e-09,0.9244988700609997
5.639999999999989e-09,0.9244985371170875
5.679999999999989e-09,0.9244992508291819
5.719999999999989e-09,0.9244983458194902
5.759999999999988e-09,0.9244984768103145
5.799999999999988e-09,0.9244989895843785
5.839999999999988e-09,0.9244991409343899
5.879999999999988e-09,0.9244985686559442
5.919999999999988e-09,0.9244981870339679
5.959999999999988e-09,0.9244987595176336
5.999999999999988e-09,0.9244993320012992
6.039999999999987e-09,0.9257202620000952
6.079999999999987e-09,0.9392155814790152
6.119999999999987e-09,0.9433212214958046
